ZONA PORTUARIA               ,SOCIEDAD PORTUARIA,TIPO DE SERVICIO,TIPO DE CARGA,EXPORTACION,IMPORTACIÓN,TRANSBORDO,TRANSITO INTERNACIONAL,FLUVIAL,CABOTAJE,MOVILIZACIONES A BORDO,TRANSITORIA,AÑO VIGENCIA,MES VIGENCIA
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GENERAL,0,184,0,0,0,4167,0,0,2022,6
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,PUBLICO,GENERAL,0,2462,0,0,0,0,0,0,2018,3
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,5528,72722,0,0,0,0,0,0,2020,9
CARTAGENA,COREMAR SHOREBASE SA,PUBLICO,GRANEL LIQUIDO,0,0,0,0,13,0,0,0,2022,12
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GENERAL,0,30,0,0,0,5562,0,0,2021,6
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,CARBON AL GRANEL,14501,0,0,0,0,0,0,0,2020,11
TURBO,C.I. UNI�N DE BANANEROS DE URABA - UNIBAN,PUBLICO,GENERAL,15724,0,0,0,0,0,0,0,2018,3
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,3825,0,0,0,2593,0,0,2022,4
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CARBON AL GRANEL,342033,0,0,0,0,0,0,0,2019,10
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,4764,0,0,0,0,0,0,2018,7
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,GENERAL,0,0,0,0,376,0,0,0,2023,2
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,51181,0,0,0,0,0,0,2021,2
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GENERAL,1264,105452,0,0,0,14045,0,0,2021,10
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,6577,0,0,0,0,0,0,2018,9
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,CARBON AL GRANEL,35602,0,0,0,0,0,0,0,2019,2
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,GENERAL,4322,20177,557,0,0,564,0,0,2020,3
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,GRANEL LIQUIDO,0,1996,0,0,0,0,0,0,2022,10
SANTA MARTA,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,0,264752,0,0,0,147908,0,0,2018,2
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,389159,0,0,0,0,0,0,2022,4
TURBO,UNIBAN LOGISTICA S.A,PUBLICO,CONTENEDORES,48004,3090,0,0,0,6374,0,0,2023,11
CARTAGENA,SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.,PUBLICO,GRANEL LIQUIDO,0,11689,0,0,0,0,0,0,2022,9
G. MORROSQUILLO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,1164848,0,0,0,0,0,0,0,2018,8
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GENERAL,0,2768,1,0,0,0,0,0,2021,2
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,25008,0,0,0,0,0,0,0,2021,9
G. MORROSQUILLO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,0,1481959,0,0,0,0,0,0,2021,4
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,146497,0,0,0,0,0,0,2024,8
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GENERAL,3510,11972,2054,0,0,0,0,0,2019,11
TURBO,UNIBAN LOGISTICA S.A,PUBLICO,CONTENEDORES,20904,3512,0,0,0,26852,0,0,2022,1
CARTAGENA,COREMAR SHOREBASE SA,PUBLICO,GENERAL,0,0,0,0,0,85,0,0,2020,3
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CONTENEDORES,0,1102,0,0,0,0,0,0,2022,6
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,5820,0,0,0,0,0,0,2022,7
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,CONTENEDORES,63761,92945,264078,0,0,0,0,0,2019,5
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CONTENEDORES,30914,23107,18,0,0,27196,0,0,2020,9
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,GENERAL,0,12,131,0,0,0,0,0,2022,6
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,PUBLICO,CONTENEDORES,303,1366,0,0,0,9401,0,0,2021,1
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,7405,0,0,2019,7
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GENERAL,0,16152,0,0,0,0,0,0,2018,3
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,22554,0,0,0,0,0,0,2024,5
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,3801,0,0,2022,8
CARTAGENA,COREMAR SHOREBASE SA,PUBLICO,GENERAL,0,0,0,0,0,0,0,0,2022,12
CARTAGENA,ALGRANEL S.A.,PUBLICO,GRANEL LIQUIDO,4548,4740,0,0,0,0,0,0,2018,8
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,5138,0,0,2023,9
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL LIQUIDO,0,2091,0,0,0,0,6000,0,2023,8
CARTAGENA,SOCIEDAD PORTUARIA MARDIQUE,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,38214,0,0,0,0,0,0,0,2024,4
SANTA MARTA,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,0,306185,0,0,0,163039,0,0,2022,2
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CARBON AL GRANEL,68244,0,0,0,0,0,0,0,2023,2
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,177869,7179,0,0,0,0,0,2021,6
TUMACO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,52589,0,0,0,0,0,0,0,2021,1
Z.P. RIO MAGDALENA,SOCIEDAD PORTUARIA COAL CORP SA,PUBLICO,CARBON AL GRANEL,0,0,0,0,3862,0,0,0,2023,1
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CARBON AL GRANEL,2408662,0,0,0,0,0,0,0,2018,3
CARTAGENA,OILTANKING COLOMBIA SA,PUBLICO,GRANEL LIQUIDO,0,9371,0,0,0,0,0,0,2021,7
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,PUBLICO,CONTENEDORES,60104,128021,21406,0,0,0,0,0,2020,4
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,PUBLICO,GENERAL,0,557,0,0,0,0,0,0,2023,11
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,89063,56945,0,0,0,0,0,0,2024,8
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,7236,0,0,2019,8
BUENAVENTURA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,79190,0,0,0,0,0,0,2019,6
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,CONTENEDORES,63287,95536,288832,0,0,0,0,0,2018,12
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,GENERAL,0,0,0,0,0,3845,0,0,2024,4
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,7012,39697,0,0,0,0,0,0,2024,6
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,PUBLICO,GRANEL LIQUIDO,0,3952,0,0,0,0,0,0,2022,2
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,3213,0,0,0,2819,0,0,2020,5
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,4889,0,0,2020,9
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,PUBLICO,GENERAL,4319,7496,0,0,0,0,0,0,2018,2
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,PUBLICO,GENERAL,0,2188,0,0,0,0,0,0,2018,11
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,CARBON AL GRANEL,21467,0,0,0,3602,0,0,0,2022,6
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,PUBLICO,CONTENEDORES,9400,112387,16311,0,0,0,0,0,2021,5
BARRANQUILLA,PORTMAGDALENA S.A.,PUBLICO,GRANEL LIQUIDO,43767,21076,0,0,3131,32124,0,0,2023,2
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CONTENEDORES,37196,41488,107,93,0,0,0,262,2023,1
BARRANQUILLA,PORTMAGDALENA S.A.,PUBLICO,GRANEL LIQUIDO,58495,57866,0,0,13418,0,0,0,2022,3
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,PUBLICO,GENERAL,0,2095,0,0,0,0,0,0,2019,3
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,PUBLICO,GENERAL,0,700,0,0,0,0,0,0,2023,9
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,PUBLICO,CARBON AL GRANEL,415590,0,0,0,0,0,0,0,2023,3
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CARBON AL GRANEL,73394,0,0,0,0,0,0,0,2019,8
CARTAGENA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,3008,0,9499,0,0,866,0,0,2021,8
CARTAGENA,OILTANKING COLOMBIA SA,PUBLICO,GRANEL LIQUIDO,0,13503,0,0,0,0,0,0,2021,9
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GENERAL,653,44519,0,0,0,0,0,0,2024,9
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,36426,0,0,0,0,0,0,0,2021,7
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CARBON AL GRANEL,2670405,0,0,0,0,0,0,0,2018,1
TURBO,C.I. UNI�N DE BANANEROS DE URABA - UNIBAN,PUBLICO,CONTENEDORES,54770,13831,0,0,0,0,0,0,2019,3
G. MORROSQUILLO,OLEODUCTO CENTRAL S.A.,PUBLICO,GRANEL LIQUIDO,953983,0,0,0,0,0,0,0,2022,9
CARTAGENA,ALGRANEL S.A.,PUBLICO,GRANEL LIQUIDO,7166,7744,0,0,0,0,0,0,2018,10
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,254161,0,0,0,0,0,0,2024,1
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,CONTENEDORES,183177,248302,1245576,0,0,68744,0,0,2022,4
TURBO,C.I. UNI�N DE BANANEROS DE URABA - UNIBAN,PUBLICO,CONTENEDORES,18802,3660,0,0,0,25452,0,0,2021,5
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,18719,0,0,0,0,0,0,2020,2
CARTAGENA,COREMAR SHOREBASE SA,PUBLICO,GENERAL,0,0,0,0,0,0,0,0,2022,9
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,137541,0,0,0,0,0,0,2021,4
TURBO,PROMOTORA BANANERA S.A,PUBLICO,CONTENEDORES,5303,0,0,0,0,5583,0,0,2021,8
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,40958,0,0,0,0,0,0,2023,3
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,CARBON AL GRANEL,0,25460,0,0,0,0,0,0,2023,5
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GENERAL,186,63801,0,0,0,0,0,0,2020,3
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,104942,0,0,2200,1508,0,0,2021,7
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,PUBLICO,GRANEL LIQUIDO,0,7670,0,0,0,0,0,0,2021,3
BARRANQUILLA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,8286,471,0,0,0,0,0,0,2022,2
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,3494,4884,0,0,0,0,0,0,2018,1
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,133,11746,2369,0,0,0,0,0,2021,2
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,CONTENEDORES,64976,168246,55360,0,0,0,0,0,2022,8
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,4890,0,0,2022,6
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,CONTENEDORES,25748,29855,7644,18144,0,0,0,2892,2018,6
BUENAVENTURA,GRUPO PORTUARIO S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,67716,0,0,0,0,0,0,2019,9
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,CONTENEDORES,0,518,0,0,0,0,0,0,2019,4
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,GENERAL,0,35320,0,0,0,1123,0,0,2021,8
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,PUBLICO,CONTENEDORES,0,0,0,0,0,2372,0,0,2020,6
TURBO,PROMOTORA BANANERA S.A,PUBLICO,GENERAL,1726,0,0,0,0,0,0,0,2021,3
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,0,7705,0,0,0,0,0,0,2022,9
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,CONTENEDORES,0,0,0,0,1772,0,0,0,2022,8
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,2153,0,0,2020,4
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,27945,0,0,0,0,0,0,2023,5
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,165886,0,0,2000,0,0,0,2024,7
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,CONTENEDORES,0,210,0,0,0,0,0,0,2022,3
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,6998,16386,0,0,0,0,0,0,2021,12
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL LIQUIDO,0,50568,0,0,0,2898,0,0,2021,9
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CONTENEDORES,5912,22558,255,0,0,21689,0,0,2021,9
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,CARBON AL GRANEL,0,23393,0,0,0,0,0,0,2021,12
BARRANQUILLA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,12223,0,0,0,0,0,0,2021,6
TURBO,UNIBAN LOGISTICA S.A,PUBLICO,GENERAL,23359,0,0,0,0,0,0,0,2023,11
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,207224,0,0,0,0,0,0,2018,5
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,3004,0,0,0,2090,0,0,2018,7
G. MORROSQUILLO,OLEODUCTO CENTRAL S.A.,PUBLICO,GRANEL LIQUIDO,1938953,0,0,0,0,0,0,0,2019,8
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,PRIVADO,GRANEL LIQUIDO,0,5000,0,0,0,0,0,0,2024,7
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,GENERAL,0,173,0,0,0,0,0,0,2022,5
CARTAGENA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,0,1684,0,0,0,0,0,0,2022,9
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,GENERAL,2442,16071,0,0,0,0,0,0,2018,4
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,52725,0,0,0,0,0,0,2023,7
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,GENERAL,0,22554,0,0,0,0,0,0,2021,6
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,3166,0,0,2020,10
CARTAGENA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,0,9132,0,0,0,0,0,0,2018,1
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CARBON AL GRANEL,162289,0,0,0,0,0,0,0,2018,3
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,181,7847,0,0,0,0,0,0,2023,5
CARTAGENA,VOPAK COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,0,1898,0,0,0,0,0,0,2023,6
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,77777,23850,0,0,0,0,0,0,2022,8
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,PUBLICO,CARBON AL GRANEL,183842,0,0,0,0,0,0,0,2018,8
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GENERAL,0,1595,0,0,0,0,0,0,2019,4
GUAJIRA,PUERTO BRISA S.A.,PUBLICO,CARBON AL GRANEL,91600,0,0,0,0,0,0,0,2023,6
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,GENERAL,20,36330,0,0,0,557,0,0,2021,9
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,PUBLICO,GRANEL LIQUIDO,29248,9161,0,0,0,0,0,0,2018,12
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,GENERAL,3825,12611,1703,0,0,0,0,0,2023,9
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,152529,0,0,0,0,0,0,0,2024,8
CARTAGENA,SOCIEDAD PORTUARIA MARDIQUE,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,20639,15073,0,0,0,0,0,0,2024,6
TUMACO,CENIT TRANSPORTE Y LOG�STICA DE HIDROCARBUROS SAS,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,47820,0,0,2021,9
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,CONTENEDORES,108376,135407,370748,0,0,19618,0,0,2020,3
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,10306,0,0,0,0,0,0,2022,9
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,PUBLICO,GRANEL LIQUIDO,0,3657,0,0,0,0,0,0,2022,9
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,PUBLICO,GRANEL LIQUIDO,0,43689,0,0,0,0,0,0,2024,1
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,CONTENEDORES,0,77,242,0,0,0,0,0,2023,4
CARTAGENA,PUERTO BUENAVISTA S.A,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,58968,0,0,0,0,0,0,2021,6
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,GENERAL,0,0,0,0,1414,0,0,0,2021,2
TURBO,PROMOTORA BANANERA S.A,PUBLICO,CONTENEDORES,6635,0,0,0,0,3513,0,0,2019,11
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,GENERAL,0,45,0,0,0,0,0,0,2021,8
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,58695,0,0,0,0,0,0,2021,8
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,PUBLICO,GENERAL,3159,4971,266,0,0,0,0,0,2024,2
BUENAVENTURA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,44363,0,0,0,0,0,0,2020,5
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,PUBLICO,CONTENEDORES,31,0,0,0,0,0,0,0,2018,10
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,50765,0,0,0,0,0,0,2024,1
G. MORROSQUILLO,OLEODUCTO CENTRAL S.A.,PUBLICO,GRANEL LIQUIDO,1982719,0,0,0,0,0,0,0,2019,3
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,GENERAL,0,0,0,0,155,0,0,0,2020,10
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,PUBLICO,GRANEL SOLIDO DIFER. DE CARBON,0,1789,0,0,0,0,0,0,2021,2
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,PUBLICO,CONTENEDORES,105041,189172,1127903,0,0,0,0,0,2019,6
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,0,22983,0,0,2023,5
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,PUBLICO,GRANEL LIQUIDO,0,5308,0,0,0,22320,0,0,2018,5
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,PUBLICO,CONTENEDORES,85930,155722,337392,0,0,21985,0,0,2021,7
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,PUBLICO,GENERAL,0,0,0,0,27,0,0,0,2021,1
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,PUBLICO,CONTENEDORES,17674,40672,0,0,0,2994,0,0,2018,3
TURBO,UNIBAN LOGISTICA S.A,PUBLICO,CONTENEDORES,38375,2323,0,0,0,5078,0,0,2023,8
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,0,28020,0,0,0,0,0,0,2020,1
CARTAGENA,PRIMAX COLOMBIA S.A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,65,0,0,0,2021,10
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,7117,0,0,2024,2
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,PUBLICO,GENERAL,25233,119293,2200,0,0,0,0,0,2022,3
GUAJIRA,CERREJON ZONA NORTE S.A.,PRIVADO,GENERAL,0,1120,0,0,0,0,0,0,2019,10
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,PRIVADO,GRANEL SOLIDO DIFER. DE CARBON,94171,0,0,0,0,0,0,0,2018,7
CARTAGENA,COMPA�IA DE PUERTOS ASOCIADOS S.A.,PUBLICO,GENERAL,1,15168,0,14,0,0,0,0,2022,4
Z.P. RIO MAGDALENA,SOCIEDAD PORTUARIA LA GLORIA DE COLOMBIA S.A.,PUBLICO,GRANEL LIQUIDO,0,0,0,0,77064,0,0,0,2022,12
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,PUBLICO,CARBON AL GRANEL,36575,0,0,0,0,0,0,0,2023,1
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,PRIVADO,GRANEL LIQUIDO,0,0,0,0,0,7236,0,0,2019,8
